genus	hgt_candidate	method	RAAU_cluster	blast_algorithm_type	blast_HGT_score	blast_hgt_taxonomy_level	blast_acceptor_lineage_at_hgt_taxonomy_level	blast_acceptor_lca_level	blast_acceptor_best_nonself_match_id	blast_acceptor_max_pident	blast_acceptor_max_bitscore	blast_acceptor_min_evalue	blast_acceptor_num_matches_at_lineage	blast_donor_num_matches_at_lineage	blast_total_num_matches	blast_donor_lineage_at_hgt_taxonomy_level	blast_donor_best_match_full_lineage	blast_donor_best_match_id	blast_donor_best_match_pident	blast_donor_max_bitscore	blast_donor_min_evalue	blast_alien_index	blast_hgt_index	blast_donor_distribution_index	blast_entropy	blast_entropy_normalized	blast_gini	blast_acceptor_sum_bitscore_per_group_01	blast_donor_sum_bitscore_per_group_01	blast_ahs_01_index	blast_transfer_index	blast_transfer_index_p_value	blast_transfer_index_adjusted_p_value	kofamscan_ko	kofamscan_threshold	kofamscan_score	kofamscan_evalue	kofamscan_ko_definition	hmmscan_domain_name	hmmscan_description	hmmscan_sequence_evalue	hmmscan_sequence_score	hmmscan_sequence_bias	hmmscan_best_domain_evalue	hmmscan_best_domain_score	pangenome_num_genes_in_cluster	pangenome_size	gff_seqid	gff_source	gff_feature	gff_start	gff_end	gff_score	gff_strand	gff_frame	gff_attribute	gff_seqid_length	gff_Dbxref	gff_end_range	gff_gbkey	gff_go_component	gff_go_function	gff_go_process	gff_ID	gff_locus_tag	gff_Name	gff_Note	gff_Ontology_term	gff_orig_transcript_id	gff_Parent	gff_partial	gff_product	gff_protein_id	gff_start_range	gff_frame_tally	gff_gene	gff_pseudo	gff_orig_protein_id	gff_transl_table	gff_exception
Pleurotus	CM057211.1_cds_KAJ8692452.1_10680_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAG9225001.1	98.5	478	1.9699999999999998e-136	80	1	81	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5219620.1	92.5	556	5.509999999999996e-160	54.2335111514422	15.087040618955513	1	0.09597040299587188	0.03418534729678282	0.1463844797178131	21.87661870503597	1	-20.87661870503597	NA	NA	NA	K03646	69.8	27.6	2.5e-7	colicin import membrane protein	VOG16079	REFSEQ hypothetical protein	0.11	13.3	0.5	0.24	12.2	1	10	CM057211.1	Genbank	CDS	987870	988913	.	-	0	ID=cds-KAJ8692452.1;Parent=rna-gnl|WGS:JAQZRA|PTI98_009762-T1_mrna;Dbxref=NCBI_GP:KAJ8692452.1;Name=KAJ8692452.1;Note=EggNog:ENOG503P9PR~COG:K;gbkey=CDS;locus_tag=PTI98_009762;orig_transcript_id=gnl|WGS:JAQZRA|PTI98_009762-T1_mrna;product=hypothetical protein;protein_id=KAJ8692452.1	2887715	NCBI_GP:KAJ8692452.1	NA	CDS	NA	NA	NA	cds-KAJ8692452.1	PTI98_009762	KAJ8692452.1	EggNog:ENOG503P9PR~COG:K	NA	gnl|WGS:JAQZRA|PTI98_009762-T1_mrna	rna-gnl|WGS:JAQZRA|PTI98_009762-T1_mrna	NA	hypothetical protein	KAJ8692452.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	CM057214.1_cds_KAJ8689791.1_13860_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAF8066726.1	95.2	276	3.88e-75	23	72	100	Metazoa	Eukaryota;Metazoa;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Helicoverpa armigera	PZC76248.1	88.7	277	1.33e-75	1.0706562114015412	0.3616636528028933	0.986111111111111	1.0449945340987787	0.3722345635345841	0.2371428571428572	22.176895306859205	69.48375451263539	47.30685920577618	NA	NA	NA	K02183	204.6	325.7	2.4e-98	calmodulin	VOG07827	REFSEQ hypothetical protein	1.7e-19	71.8	0.5	1.7e-9	39.3	5	10	CM057214.1	Genbank	CDS	935727	935741	.	+	0	ID=cds-KAJ8689791.1;Parent=rna-gnl|WGS:JAQZRA|PTI98_012653-T1_mrna;Dbxref=PFAM:PF00036,PFAM:PF13202,PFAM:PF13405,PFAM:PF13499,PFAM:PF13833,PFAM:PF14658,NCBI_GP:KAJ8689791.1;Name=KAJ8689791.1;Note=COG:T~EggNog:ENOG503BAEQ;gbkey=CDS;gene=CALM3;locus_tag=PTI98_012653;orig_transcript_id=gnl|WGS:JAQZRA|PTI98_012653-T1_mrna;product=Calmodulin-3;protein_id=KAJ8689791.1	1697083	PFAM:PF00036,PFAM:PF13202,PFAM:PF13405,PFAM:PF13499,PFAM:PF13833,PFAM:PF14658,NCBI_GP:KAJ8689791.1	NA	CDS	NA	NA	NA	cds-KAJ8689791.1	PTI98_012653	KAJ8689791.1	COG:T~EggNog:ENOG503BAEQ	NA	gnl|WGS:JAQZRA|PTI98_012653-T1_mrna	rna-gnl|WGS:JAQZRA|PTI98_012653-T1_mrna	NA	Calmodulin-3	KAJ8689791.1	NA	6	CALM3	NA	NA	NA	NA
Pleurotus	CM057214.1_cds_KAJ8689791.1_13860_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAF8066726.1	95.2	276	3.88e-75	23	5	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF8691645.1	92.3	277	1.93e-75	0.6983151507184004	0.3616636528028933	0.986111111111111	1.0449945340987787	0.3722345635345841	0.2371428571428572	22.176895306859205	4.8014440433212995	-17.375451263537904	NA	NA	NA	K02183	204.6	325.7	2.4e-98	calmodulin	VOG07827	REFSEQ hypothetical protein	1.7e-19	71.8	0.5	1.7e-9	39.3	5	10	CM057214.1	Genbank	CDS	935727	935741	.	+	0	ID=cds-KAJ8689791.1;Parent=rna-gnl|WGS:JAQZRA|PTI98_012653-T1_mrna;Dbxref=PFAM:PF00036,PFAM:PF13202,PFAM:PF13405,PFAM:PF13499,PFAM:PF13833,PFAM:PF14658,NCBI_GP:KAJ8689791.1;Name=KAJ8689791.1;Note=COG:T~EggNog:ENOG503BAEQ;gbkey=CDS;gene=CALM3;locus_tag=PTI98_012653;orig_transcript_id=gnl|WGS:JAQZRA|PTI98_012653-T1_mrna;product=Calmodulin-3;protein_id=KAJ8689791.1	1697083	PFAM:PF00036,PFAM:PF13202,PFAM:PF13405,PFAM:PF13499,PFAM:PF13833,PFAM:PF14658,NCBI_GP:KAJ8689791.1	NA	CDS	NA	NA	NA	cds-KAJ8689791.1	PTI98_012653	KAJ8689791.1	COG:T~EggNog:ENOG503BAEQ	NA	gnl|WGS:JAQZRA|PTI98_012653-T1_mrna	rna-gnl|WGS:JAQZRA|PTI98_012653-T1_mrna	NA	Calmodulin-3	KAJ8689791.1	NA	6	CALM3	NA	NA	NA	NA
Pleurotus	CM057215.1_cds_KAJ8689168.1_14478_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	phylum	KAF9496927.1	86.1	344	6.6399999999999956e-96	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG9225448.1	92.9	563	2.27e-162	153.04394826960203	48.291069459757445	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	14.57069271758437	1	-13.57069271758437	NA	NA	NA	K03301	80.53	14.5	7.9e-4	ATP:ADP antiporter, AAA family	VOG26090	REFSEQ hypothetical protein	0.27	12.1	0.2	0.27	12.1	1	10	CM057215.1	Genbank	CDS	749993	750009	.	-	0	ID=cds-KAJ8689168.1;Parent=rna-gnl|WGS:JAQZRA|PTI98_013218-T1_mrna;Dbxref=PFAM:PF20152,NCBI_GP:KAJ8689168.1;Name=KAJ8689168.1;Note=EggNog:ENOG503PERB;gbkey=CDS;locus_tag=PTI98_013218;orig_transcript_id=gnl|WGS:JAQZRA|PTI98_013218-T1_mrna;product=hypothetical protein;protein_id=KAJ8689168.1	1370113	PFAM:PF20152,NCBI_GP:KAJ8689168.1	NA	CDS	NA	NA	NA	cds-KAJ8689168.1	PTI98_013218	KAJ8689168.1	EggNog:ENOG503PERB	NA	gnl|WGS:JAQZRA|PTI98_013218-T1_mrna	rna-gnl|WGS:JAQZRA|PTI98_013218-T1_mrna	NA	hypothetical protein	KAJ8689168.1	NA	10	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000001.1_cds_KAJ8523426.1_136_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAF4574972.1	75.4	731	9.959999999999999e-213	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF9495432.1	73.4	756	3.79e-220	1.0231815394945445e-12	3.3624747814391394	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	61.56216931216931	1	-60.56216931216931	NA	NA	NA	K25576	244.93	137.8	8e-41	target of rapamycin complex 2 subunit AVO2	VOG00004	sp|Q5UPJ9|YL122_MIMIV Putative ankyrin repeat protein L122	2.2e-17	63.9	0	7.1e-17	62.2	1	10	JAPEVF010000001.1	Genbank	CDS	358120	358165	.	-	0	ID=cds-KAJ8523426.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g136.t1_mrna;Dbxref=NCBI_GP:KAJ8523426.1;Name=KAJ8523426.1;gbkey=CDS;locus_tag=ONZ45_g136;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g136.t1_mrna;product=hypothetical protein;protein_id=KAJ8523426.1	371486	NCBI_GP:KAJ8523426.1	NA	CDS	NA	NA	NA	cds-KAJ8523426.1	ONZ45_g136	KAJ8523426.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g136.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g136.t1_mrna	NA	hypothetical protein	KAJ8523426.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000001.1_cds_KAJ8523497.1_121_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	phylum	KII95250.1	88.1	652	1.11e-188	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG9219023.1	92.4	668	1.1799999999999998e-193	11.451770957072029	2.4242424242424243	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	91.10329341317366	1	-90.10329341317366	NA	NA	NA	K03030	246.37	575.3	1.1999999999999999e-173	26S proteasome regulatory subunit N11	NA	NA	NA	NA	NA	NA	NA	1	10	JAPEVF010000001.1	Genbank	CDS	319904	319989	.	+	0	ID=cds-KAJ8523497.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g121.t1_mrna;Dbxref=NCBI_GP:KAJ8523497.1;Name=KAJ8523497.1;gbkey=CDS;locus_tag=ONZ45_g121;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g121.t1_mrna;product=hypothetical protein;protein_id=KAJ8523497.1	371486	NCBI_GP:KAJ8523497.1	NA	CDS	NA	NA	NA	cds-KAJ8523497.1	ONZ45_g121	KAJ8523497.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g121.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g121.t1_mrna	NA	hypothetical protein	KAJ8523497.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000004.1_cds_KAJ8523119.1_12213_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAG6991072.1	44.4	354	2.9999999999999997e-99	98	2	100	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Carpinus;Carpinus fangiana	KAB8556610.1	47.9	356	8.55e-100	1.2552660987134914	0.5633802816901409	1	0.14144054254182067	0.05038213780185448	0.1485714285714285	84.4494382022472	1.800561797752809	-82.64887640449439	NA	NA	NA	K21820	151.73	181.3	3.6e-54	unspecific peroxygenase [EC:1.11.2.1]	NA	NA	NA	NA	NA	NA	NA	1	10	JAPEVF010000004.1	Genbank	CDS	193829	194032	.	+	0	ID=cds-KAJ8523119.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g425.t1_mrna;Dbxref=NCBI_GP:KAJ8523119.1;Name=KAJ8523119.1;gbkey=CDS;locus_tag=ONZ45_g425;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g425.t1_mrna;product=heme-thiolate peroxidase;protein_id=KAJ8523119.1	276260	NCBI_GP:KAJ8523119.1	NA	CDS	NA	NA	NA	cds-KAJ8523119.1	ONZ45_g425	KAJ8523119.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g425.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g425.t1_mrna	NA	heme-thiolate peroxidase	KAJ8523119.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000008.1_cds_KAJ8522697.1_17705_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAF8920788.1	75.5	144	1.7299999999999998e-35	99	1	100	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220976.1	49.6	368	2.02e-103	156.4208102206917	87.5	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	34.67934782608695	1	-33.67934782608695	NA	NA	NA	K04392	353.97	65.3	5.7e-19	Ras-related C3 botulinum toxin substrate 1	VOG11335	REFSEQ hypothetical protein	0.035	14.2	0.1	0.056	13.6	1	10	JAPEVF010000008.1	Genbank	CDS	47297	47311	.	-	0	ID=cds-KAJ8522697.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g708.t1_mrna;Dbxref=NCBI_GP:KAJ8522697.1;Name=KAJ8522697.1;gbkey=CDS;locus_tag=ONZ45_g708;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g708.t1_mrna;product=hypothetical protein;protein_id=KAJ8522697.1	232236	NCBI_GP:KAJ8522697.1	NA	CDS	NA	NA	NA	cds-KAJ8522697.1	ONZ45_g708	KAJ8522697.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g708.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g708.t1_mrna	NA	hypothetical protein	KAJ8522697.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000012.1_cds_KAJ8522397.1_1920_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KAF9463805.1	82.9	443	9.12e-126	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	XP_036636090.1	91	486	1.39e-138	29.51218717287219	9.257265877287406	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	84.25925925925927	1	-83.25925925925927	NA	NA	NA	K18467	153	364.6	4.5999999999999997e-110	vacuolar protein sorting-associated protein 29	Metallophos_2	Calcineurin-like phosphoesterase superfamily domain	4.5e-20	73.4	0.1	6.7e-20	72.8	1	10	JAPEVF010000012.1	Genbank	CDS	168950	169147	.	-	0	ID=cds-KAJ8522397.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g1048.t1_mrna;Dbxref=NCBI_GP:KAJ8522397.1;Name=KAJ8522397.1;gbkey=CDS;locus_tag=ONZ45_g1048;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g1048.t1_mrna;product=hypothetical protein;protein_id=KAJ8522397.1	210188	NCBI_GP:KAJ8522397.1	NA	CDS	NA	NA	NA	cds-KAJ8522397.1	ONZ45_g1048	KAJ8522397.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g1048.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g1048.t1_mrna	NA	hypothetical protein	KAJ8522397.1	NA	4	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000017.1_cds_KAJ8521986.1_5309_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	TFK36932.1	79.6	608	1.8199999999999998e-175	99	1	100	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221064.1	75	608	1.7799999999999994e-175	0.022223136784703	0	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	88.92105263157895	1	-87.92105263157895	NA	NA	NA	K01166	94.9	139.4	1.8e-41	ribonuclease T2 [EC:4.6.1.19]	VOG30855	REFSEQ hypothetical protein 2	3.6e-15	57.5	0.3	8.3e-9	36.7	1	10	JAPEVF010000017.1	Genbank	CDS	135331	135641	.	-	0	ID=cds-KAJ8521986.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g1388.t1_mrna;Dbxref=NCBI_GP:KAJ8521986.1;Name=KAJ8521986.1;gbkey=CDS;locus_tag=ONZ45_g1388;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g1388.t1_mrna;product=hypothetical protein;protein_id=KAJ8521986.1	195761	NCBI_GP:KAJ8521986.1	NA	CDS	NA	NA	NA	cds-KAJ8521986.1	ONZ45_g1388	KAJ8521986.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g1388.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g1388.t1_mrna	NA	hypothetical protein	KAJ8521986.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000021.1_cds_KAJ8521726.1_7402_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	KAF8073372.1	64.9	637	1.9199999999999998e-184	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF9490571.1	74.2	682	4.6700000000000004e-198	31.3452183780268	6.823351023502654	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	82.94868035190616	1	-81.94868035190616	NA	NA	NA	K12493	196.3	355.7	7.699999999999999e-107	ADP-ribosylation factor GTPase-activating protein 2/3	VOG10469	REFSEQ hypothetical protein	0.049	14.8	0.9	6.9	7.9	1	10	JAPEVF010000021.1	Genbank	CDS	97953	98021	.	-	0	ID=cds-KAJ8521726.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g1628.t1_mrna;Dbxref=NCBI_GP:KAJ8521726.1;Name=KAJ8521726.1;gbkey=CDS;locus_tag=ONZ45_g1628;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g1628.t1_mrna;product=hypothetical protein;protein_id=KAJ8521726.1	190905	NCBI_GP:KAJ8521726.1	NA	CDS	NA	NA	NA	cds-KAJ8521726.1	ONZ45_g1628	KAJ8521726.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g1628.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g1628.t1_mrna	NA	hypothetical protein	KAJ8521726.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000034.1_cds_KAJ8520864.1_11059_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	kingdom	KAI9780213.1	35.7	269	1.949999999999999e-73	22	1	26	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220855.1	52.7	534	1.58e-153	184.41721196506043	66.0024906600249	0.9333333333333332	0.7441942138263227	0.2650873275691404	0.19780219780219788	6.903558052434457	1	-5.903558052434457	NA	NA	NA	K20550	NA	135	3.3e-40	prosolanapyrone-II oxidase / prosolanapyrone-III cycloisomerase [EC:1.1.3.42 5.5.1.20]	VOG00272	sp|P45911|YQAN_BACSU Uncharacterized protein YqaN	3.3999999999999996e-36	125.5	1.1	1.8e-32	113.2	1	10	JAPEVF010000034.1	Genbank	CDS	18540	18647	.	-	0	ID=cds-KAJ8520864.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g2353.t1_mrna;Dbxref=NCBI_GP:KAJ8520864.1;Name=KAJ8520864.1;gbkey=CDS;locus_tag=ONZ45_g2353;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g2353.t1_mrna;product=hypothetical protein;protein_id=KAJ8520864.1	169822	NCBI_GP:KAJ8520864.1	NA	CDS	NA	NA	NA	cds-KAJ8520864.1	ONZ45_g2353	KAJ8520864.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g2353.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g2353.t1_mrna	NA	hypothetical protein	KAJ8520864.1	NA	5	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000042.1_cds_KAJ8520429.1_12629_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	class	ESK96946.1	81.3	437	7.2799999999999995e-124	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5221658.1	90.3	478	3.019999999999999e-136	28.510895146750386	8.96174863387978	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	71.02719665271967	1	-70.02719665271967	NA	NA	NA	K01437	447.57	10.6	0.018	aspartoacylase [EC:3.5.1.15]	NA	NA	NA	NA	NA	NA	NA	1	10	JAPEVF010000042.1	Genbank	CDS	123725	124360	.	-	0	ID=cds-KAJ8520429.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g2784.t1_mrna;Dbxref=NCBI_GP:KAJ8520429.1;Name=KAJ8520429.1;gbkey=CDS;locus_tag=ONZ45_g2784;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g2784.t1_mrna;product=hypothetical protein;protein_id=KAJ8520429.1	158485	NCBI_GP:KAJ8520429.1	NA	CDS	NA	NA	NA	cds-KAJ8520429.1	ONZ45_g2784	KAJ8520429.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g2784.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g2784.t1_mrna	NA	hypothetical protein	KAJ8520429.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000057.1_cds_KAJ8519571.1_14970_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	TPX74659.1	47.8	297	7.58e-82	83	5	100	Metazoa	Eukaryota;Metazoa;Brachiopoda;Lingulata;Lingulida;Lingulidae;Lingula;Lingula anatina	XP_023931814.1	54.4	318	3.1499999999999997e-88	14.693621304781004	6.829268292682927	0.86	0.9042842475236728	0.322112548156502	0.21999999999999983	57.56603773584905	4.044025157232705	-53.52201257861635	NA	NA	NA	K09566	497.57	373.2	2.6e-112	peptidyl-prolyl isomerase G (cyclophilin G) [EC:5.2.1.8]	VOG09842	REFSEQ hypothetical protein	1.1e-87	294.3	0.9	4.5e-45	155	1	10	JAPEVF010000057.1	Genbank	CDS	56946	57152	.	+	0	ID=cds-KAJ8519571.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g3479.t1_mrna;Dbxref=NCBI_GP:KAJ8519571.1;Name=KAJ8519571.1;gbkey=CDS;locus_tag=ONZ45_g3479;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g3479.t1_mrna;product=hypothetical protein;protein_id=KAJ8519571.1	134657	NCBI_GP:KAJ8519571.1	NA	CDS	NA	NA	NA	cds-KAJ8519571.1	ONZ45_g3479	KAJ8519571.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g3479.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g3479.t1_mrna	NA	hypothetical protein	KAJ8519571.1	NA	19	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000084.1_cds_KAJ8518340.1_18162_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	TFK76138.1	57.6	553	4.3999999999999967e-159	99	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF4574755.1	86.5	816	4.719999999999999e-238	95.88759335368012	38.42220598977356	1	0.08079313589591118	0.02877909567511869	0.14571428571428569	59.7328431372549	1	-58.7328431372549	NA	NA	NA	K17992	120.8	13.6	0.0041	NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]	NA	NA	NA	NA	NA	NA	NA	1	10	JAPEVF010000084.1	Genbank	CDS	27025	27178	.	-	0	ID=cds-KAJ8518340.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g4547.t1_mrna;Dbxref=NCBI_GP:KAJ8518340.1;Name=KAJ8518340.1;gbkey=CDS;locus_tag=ONZ45_g4547;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g4547.t1_mrna;product=hypothetical protein;protein_id=KAJ8518340.1	117560	NCBI_GP:KAJ8518340.1	NA	CDS	NA	NA	NA	cds-KAJ8518340.1	ONZ45_g4547	KAJ8518340.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g4547.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g4547.t1_mrna	NA	hypothetical protein	KAJ8518340.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	JAPEVF010000100.1_cds_KAJ8517667.1_213_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	kingdom	KAI9780213.1	35.4	252	2.19e-68	22	1	26	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220855.1	54.2	522	9.8e-150	187.31349678366365	69.76744186046511	0.9333333333333332	0.7441942138263227	0.2650873275691404	0.19780219780219788	6.5264367816091955	1	-5.5264367816091955	NA	NA	NA	K20550	NA	135.1	3.2e-40	prosolanapyrone-II oxidase / prosolanapyrone-III cycloisomerase [EC:1.1.3.42 5.5.1.20]	VOG00272	sp|P45911|YQAN_BACSU Uncharacterized protein YqaN	1.3e-32	113.6	1.2	2.2000000000000002e-30	106.3	4	10	JAPEVF010000100.1	Genbank	CDS	6738	6845	.	-	0	ID=cds-KAJ8517667.1;Parent=rna-gnl|WGS:JAPEVF|ONZ45_g5160.t1_mrna;Dbxref=NCBI_GP:KAJ8517667.1;Name=KAJ8517667.1;gbkey=CDS;locus_tag=ONZ45_g5160;orig_transcript_id=gnl|WGS:JAPEVF|ONZ45_g5160.t1_mrna;product=hypothetical protein;protein_id=KAJ8517667.1	112617	NCBI_GP:KAJ8517667.1	NA	CDS	NA	NA	NA	cds-KAJ8517667.1	ONZ45_g5160	KAJ8517667.1	NA	NA	gnl|WGS:JAPEVF|ONZ45_g5160.t1_mrna	rna-gnl|WGS:JAPEVF|ONZ45_g5160.t1_mrna	NA	hypothetical protein	KAJ8517667.1	NA	8	NA	NA	NA	NA	NA
